index,mci,longitude,latitude
5721,Assault,-79.23442797,43.83055722
5617,Assault,-79.36849247,43.64877148
5122,Assault,-79.5681776,43.64433179
5389,Assault,-79.37834705,43.66628531
5722,Assault,-79.22422939,43.80449369
5528,Assault,-79.56322663,43.65265082
5618,Assault,-79.42340934,43.72309381
5123,Assault,-79.37925894,43.65243994
5390,Assault,-79.39741494,43.64853801
5723,Assault,-79.39931666,43.71107664
5529,Assault,-79.58942326,43.73202269
5619,Assault,-79.54956807,43.70328174
5124,Assault,-79.2664532,43.70568507
5724,Assault,-79.49909302,43.69055406
5530,Assault,-79.44337865,43.67875281
5391,Assault,-79.3314064,43.71836023
5620,Assault,-79.51281114,43.75147285
5125,Assault,-79.24802011,43.72880212
5725,Assault,-79.195546,43.79204456
5531,Assault,-79.38264148,43.65297048
5392,Assault,-79.24480092,43.74416904
5621,Assault,-79.50930294,43.73831101
5126,Assault,-79.40991705,43.78866325
5726,Assault,-79.25992032,43.71684691
5393,Assault,-79.34180841,43.70325339
5532,Assault,-79.39128169,43.6401131
5622,Assault,-79.40076395,43.66981576
5127,Assault,-79.28352946,43.69538027
5533,Assault,-79.41221301,43.76656441
5727,Assault,-79.37809183,43.65268207
5394,Assault,-79.55417532,43.7224171
5128,Assault,-79.16366031,43.80351855
5623,Assault,-79.49364246,43.76260098
5534,Assault,-79.3082198,43.80220276
5395,Assault,-79.59569205,43.75895134
5728,Assault,-79.33758395,43.66879642
5129,Assault,-79.39364004,43.64576293
5624,Assault,-79.39993238,43.64406915
5535,Assault,-79.21744949,43.78991279
5729,Assault,-79.36632011,43.66415807
5396,Assault,-79.26190608,43.77194508
5130,Assault,-79.29471595,43.75711422
5625,Assault,-79.56999318,43.68756998
5536,Assault,-79.49979957,43.77435002
5397,Assault,-79.5046713,43.69324401
5730,Assault,-79.56237282,43.6273428
5131,Assault,-79.4424193,43.67633723
5626,Assault,-79.50528792,43.75987349
5398,Assault,-79.48567836,43.66850137
5537,Assault,-79.32655179,43.71774036
5731,Assault,-79.36274042,43.65156856
5132,Assault,-79.52253438,43.76748932
5627,Assault,-79.42539742,43.78864235
5732,Assault,-79.31576611,43.79677299
5538,Assault,-79.51475833,43.60921234
5399,Assault,-79.48290646,43.67880262
5133,Assault,-79.24531064,43.76209207
5628,Assault,-79.44821755,43.77285766
5400,Assault,-79.58845551,43.75871639
5733,Assault,-79.16831253,43.77524716
5539,Assault,-79.59170329,43.73677298
5134,Assault,-79.24870486,43.76176651
5629,Assault,-79.53401621,43.59436133
5734,Assault,-79.38279182,43.64263619
5540,Assault,-79.40151348,43.65461469
5135,Assault,-79.2697852,43.75055952
5630,Assault,-79.38612272,43.76717462
5735,Assault,-79.48021184,43.69280611
5541,Assault,-79.55005467,43.69098591
5136,Assault,-79.34097754,43.73769577
5631,Assault,-79.35062019,43.6430917
5736,Assault,-79.33439498,43.70999645
5542,Assault,-79.48482228,43.65015721
5137,Assault,-79.50863442,43.72091542
5632,Assault,-79.4359116,43.6795475
5737,Assault,-79.31765241,43.66889046
5543,Assault,-79.38536166,43.66172138
5138,Assault,-79.52235986,43.65080857
5633,Assault,-79.3934609,43.64883179
5738,Assault,-79.31765241,43.66889046
5544,Assault,-79.40999267,43.66538917
5139,Assault,-79.21667965,43.76488849
5634,Assault,-79.28094327,43.7119026
5545,Assault,-79.5990525,43.71812397
5140,Assault,-79.32316524,43.75597889
5739,Assault,-79.3000721,43.79942011
5635,Assault,-79.57031774,43.65193547
5546,Assault,-79.29217488,43.71993402
5141,Assault,-79.18622555,43.768409
5740,Assault,-79.4177177,43.64510405
5636,Assault,-79.44521863,43.65783411
5547,Assault,-79.30480919,43.71153535
5142,Assault,-79.27084954,43.71367089
5741,Assault,-79.37377791,43.66729534
5637,Assault,-79.38338649,43.6620545
5742,Assault,-79.39446071,43.7120621
5638,Assault,-79.40098707,43.65154684
5143,Assault,-79.39392886,43.64273899
5548,Assault,-79.38192522,43.65866802
5401,Assault,-79.20738761,43.79879873
5639,Assault,-79.25578488,43.73670371
5743,Assault,-79.41613146,43.76808626
5402,Assault,-79.41179852,43.65511435
5144,Assault,-79.23885788,43.72320049
5549,Assault,-79.38192522,43.65866802
5640,Assault,-79.37485096,43.66065407
5744,Assault,-79.55484859,43.73627233
5972,Assault,-79.34097754,43.73769577
5801,Assault,-79.23713706,43.8142178
5403,Assault,-79.51476746,43.76721125
5550,Assault,-79.49421511,43.68865738
5973,Assault,-79.40327511,43.655977
5145,Assault,-79.26601138,43.72761611
5802,Assault,-79.55471262,43.63280318
5745,Assault,-79.3258584,43.68878128
5641,Assault,-79.41748173,43.64448003
5404,Assault,-79.51773182,43.75723482
5974,Assault,-79.57031774,43.65193547
5551,Assault,-79.29352713,43.67140011
5746,Assault,-79.28415543,43.80780736
5803,Assault,-79.4906865,43.73197369
5642,Assault,-79.28276457,43.72794607
5146,Assault,-79.30410978,43.72111609
5405,Assault,-79.36912403,43.79129491
5975,Assault,-79.41886199,43.6442043
5804,Assault,-79.21341045,43.76112594
5552,Assault,-79.44078329,43.63645813
5747,Assault,-79.30077676,43.70808552
5643,Assault,-79.40938139,43.76033164
5147,Assault,-79.418032,43.64588873
5406,Assault,-79.3433601,43.7750122
5805,Assault,-79.27839413,43.70577129
5976,Assault,-79.39972258,43.66258136
5748,Assault,-79.43334702,43.68904836
5553,Assault,-79.45320778,43.65718247
5644,Assault,-79.15778198,43.79384894
5148,Assault,-79.32132429,43.67486444
5407,Assault,-79.29680778,43.68984505
5806,Assault,-79.39004502,43.64722804
5977,Assault,-79.46692782,43.7688521
5749,Assault,-79.49920745,43.66552417
5554,Assault,-79.45320778,43.65718247
5149,Assault,-79.44531369,43.69676483
5645,Assault,-79.43459978,43.73122846
5408,Assault,-79.38311038,43.66137181
5807,Assault,-79.37589958,43.66043938
5978,Assault,-79.28785428,43.70273256
5750,Assault,-79.46762343,43.67253451
5555,Assault,-79.45768114,43.67180619
5150,Assault,-79.37723169,43.70465046
5646,Assault,-79.33024114,43.74735074
5409,Assault,-79.40798568,43.76441419
5808,Assault,-79.40565273,43.6513874
5751,Assault,-79.50924297,43.70403777
5979,Assault,-79.56587217,43.69377889
5556,Assault,-79.44988103,43.66405451
5151,Assault,-79.26455433,43.73277077
5647,Assault,-79.39897539,43.67889892
5410,Assault,-79.37238989,43.65817059
5809,Assault,-79.30398141,43.80171972
5752,Assault,-79.34704097,43.77510715
5980,Assault,-79.48628043,43.72770044
5152,Assault,-79.52641862,43.74673808
5557,Assault,-79.36224507,43.65686025
5648,Assault,-79.39897539,43.67889892
5411,Assault,-79.54733053,43.69842195
5810,Assault,-79.30398141,43.80171972
5981,Assault,-79.48628043,43.72770044
5753,Assault,-79.56011531,43.64096393
5153,Assault,-79.44916097,43.64063597
5558,Assault,-79.39243454,43.63902195
5649,Assault,-79.52235986,43.65080857
5754,Assault,-79.56011531,43.64096393
5982,Assault,-79.48628043,43.72770044
5811,Assault,-79.36900002,43.6439387
5154,Assault,-79.38840259,43.64757169
5412,Assault,-79.5453521,43.72171552
5559,Assault,-79.49323989,43.77199007
5650,Assault,-79.34653134,43.76957124
5812,Assault,-79.45125075,43.66574629
5983,Assault,-79.5180236,43.60068263
5413,Assault,-79.5453521,43.72171552
5755,Assault,-79.47880771,43.64100288
5560,Assault,-79.60391535,43.74364031
5155,Assault,-79.42588133,43.6522394
5651,Assault,-79.38171825,43.65189377
5561,Assault,-79.18622555,43.768409
5984,Assault,-79.3823734,43.65858164
5414,Assault,-79.59818514,43.73527106
5156,Assault,-79.41141466,43.66564309
5813,Assault,-79.49292095,43.60307253
5756,Assault,-79.4933648,43.61293794
5652,Assault,-79.5141096,43.59922741
5562,Assault,-79.42812427,43.64955873
5415,Assault,-79.45325697,43.67071951
5157,Assault,-79.38411137,43.66847028
5985,Assault,-79.25007123,43.77479053
5814,Assault,-79.24104198,43.79855559
5757,Assault,-79.56322663,43.65265082
5653,Assault,-79.37054428,43.66117906
5563,Assault,-79.42812427,43.64955873
5815,Assault,-79.30788852,43.82098515
5758,Assault,-79.36632011,43.66415807
5986,Assault,-79.51841029,43.74472385
5654,Assault,-79.45827792,43.71276343
5416,Assault,-79.2410775,43.79194955
5158,Assault,-79.25729399,43.71196523
5564,Assault,-79.42812427,43.64955873
5816,Assault,-79.55763316,43.74879491
5417,Assault,-79.37325453,43.65372907
5159,Assault,-79.58380478,43.73448469
5655,Assault,-79.27282516,43.7310863
5987,Assault,-79.4652118,43.76104225
5759,Assault,-79.45316831,43.6454989
5565,Assault,-79.4926798,43.75545251
5817,Assault,-79.35672651,43.6622585
5418,Assault,-79.3493769,43.68932277
5160,Assault,-79.38415766,43.66390395
5988,Assault,-79.4652118,43.76104225
5656,Assault,-79.4951137,43.70316799
5760,Assault,-79.40032004,43.66874159
5566,Assault,-79.27987063,43.73524062
5818,Assault,-79.35949844,43.77334264
5419,Assault,-79.39092615,43.6423149
5989,Assault,-79.42818632,43.65322745
5161,Assault,-79.37913692,43.64035991
5761,Assault,-79.28539951,43.69699828
5657,Assault,-79.45785083,43.66903506
5567,Assault,-79.27987063,43.73524062
5819,Assault,-79.41993909,43.63952776
5420,Assault,-79.29346265,43.78211721
5162,Assault,-79.44187633,43.65892165
5990,Assault,-79.42818632,43.65322745
5762,Assault,-79.43407605,43.64758443
5658,Assault,-79.45785083,43.66903506
5568,Assault,-79.25877413,43.73604435
5820,Assault,-79.48988799,43.61210512
5763,Assault,-79.43407605,43.64758443
5421,Assault,-79.41024969,43.66266914
5991,Assault,-79.5521565,43.69579632
5163,Assault,-79.54160883,43.74823355
5659,Assault,-79.26649994,43.76894187
5821,Assault,-79.51568489,43.74914766
5569,Assault,-79.29642747,43.67035896
5764,Assault,-79.43172074,43.66405393
5992,Assault,-79.44530343,43.69924195
5422,Assault,-79.41024969,43.66266914
5164,Assault,-79.47454307,43.64154801
5660,Assault,-79.2650525,43.7515217
5822,Assault,-79.46690311,43.65319879
5570,Assault,-79.46432205,43.7349888
5765,Assault,-79.29900524,43.74776047
5165,Assault,-79.38147566,43.64291283
5423,Assault,-79.39431315,43.65311621
5993,Assault,-79.5108365,43.74666648
5661,Assault,-79.5040622,43.60375653
5823,Assault,-79.36191926,43.76374386
5766,Assault,-79.41494972,43.64812472
5571,Assault,-79.38415766,43.66390395
5994,Assault,-79.59344401,43.74035207
5662,Assault,-79.38171825,43.65189377
5166,Assault,-79.17672113,43.77193039
5424,Assault,-79.44279347,43.69730221
5767,Assault,-79.24307638,43.81297109
5824,Assault,-79.40270554,43.64392631
5425,Assault,-79.47885678,43.71222496
5995,Assault,-79.36318486,43.66279194
5663,Assault,-79.41886199,43.6442043
5167,Assault,-79.47649772,43.65159891
5168,Assault,-79.47649772,43.65159891
5426,Assault,-79.48217547,43.72726779
5664,Assault,-79.36507924,43.66709744
5996,Assault,-79.39037937,43.65450338
5825,Assault,-79.34956724,43.75179742
5768,Assault,-79.4430086,43.77385922
5169,Assault,-79.44264556,43.69694252
5427,Assault,-79.39364004,43.64576293
5665,Assault,-79.18396645,43.78450804
5769,Assault,-79.6184405,43.73225148
5997,Assault,-79.22980005,43.77124805
5826,Assault,-79.48544781,43.68496817
5770,Assault,-79.58799822,43.74473131
5428,Assault,-79.44446589,43.71604921
5998,Assault,-79.51601518,43.71930652
5170,Assault,-79.41345893,43.76183793
5827,Assault,-79.2775023,43.67514069
5429,Assault,-79.28107825,43.76580202
5771,Assault,-79.28795378,43.6930894
5999,Assault,-79.49909462,43.7571364
5828,Assault,-79.48217547,43.72726779
5171,Assault,-79.41782352,43.78897788
5666,Assault,-79.4072748,43.65205899
5430,Assault,-79.51475833,43.60921234
6000,Assault,-79.25036732,43.71032982
5829,Assault,-79.30784313,43.79586892
5431,Assault,-79.45124486,43.67615904
5830,Assault,-79.40523725,43.78400708
5432,Assault,-79.36206192,43.7803144
5831,Assault,-79.50104027,43.71301553
5433,Assault,-79.21723157,43.81215366
5832,Assault,-79.33619883,43.7527705
5434,Assault,-79.4569734,43.6558233
5667,Assault,-79.42951909,43.64463649
5833,Assault,-79.19377428,43.7630666
5435,Assault,-79.39993238,43.64406915
5668,Assault,-79.58380478,43.73448469
5834,Assault,-79.19758013,43.7589703
5436,Assault,-79.31944662,43.7492354
5835,Assault,-79.30369218,43.66968826
5437,Assault,-79.31944662,43.7492354
5669,Assault,-79.25169269,43.73224866
5836,Assault,-79.43898063,43.644768
5438,Assault,-79.56537815,43.67935374
5670,Assault,-79.43973123,43.65016841
5837,Assault,-79.52722796,43.59299452
5838,Assault,-79.40458939,43.64867947
5439,Assault,-79.17099441,43.80833658
5671,Assault,-79.47083628,43.68635441
5839,Assault,-79.40605934,43.66074628
5440,Assault,-79.55690359,43.61012618
5840,Assault,-79.19489376,43.76649585
5441,Assault,-79.22532435,43.75982266
5841,Assault,-79.26448061,43.75338864
5442,Assault,-79.52672327,43.71308442
5842,Assault,-79.51476746,43.76721125
5443,Assault,-79.40716881,43.64617222
5843,Assault,-79.35807481,43.79196217
5444,Assault,-79.40716881,43.64617222
5844,Assault,-79.30923354,43.68822891
5445,Assault,-79.40716881,43.64617222
5845,Assault,-79.37377791,43.66729534
5446,Assault,-79.41091985,43.65130896
5447,Assault,-79.30725668,43.77750158
5846,Assault,-79.28835861,43.69123234
5448,Assault,-79.34016747,43.67015285
5847,Assault,-79.22516266,43.74179273
5449,Assault,-79.42027389,43.65491092
5450,Assault,-79.42027389,43.65491092
5848,Assault,-79.40327511,43.655977
5451,Assault,-79.42027389,43.65491092
5849,Assault,-79.26180352,43.75871611
5452,Assault,-79.3241706,43.77774309
5850,Assault,-79.37283148,43.66924464
5453,Assault,-79.37834705,43.66628531
5851,Assault,-79.29508541,43.7067483
5454,Assault,-79.37834705,43.66628531
5852,Assault,-79.39568255,43.69753799
5853,Assault,-79.44264556,43.69694252
5455,Assault,-79.48360311,43.73312239
5854,Assault,-79.36959288,43.65488343
5456,Assault,-79.43823786,43.73027786
5855,Assault,-79.43676659,43.79274934
5457,Assault,-79.29146407,43.72699628
5856,Assault,-79.30372261,43.72469335
5458,Assault,-79.28761616,43.72784699
5459,Assault,-79.39693761,43.66044659
5857,Assault,-79.46251679,43.67365482
5460,Assault,-79.40082706,43.64430504
5858,Assault,-79.38133373,43.65117012
5461,Assault,-79.40082706,43.64430504
5859,Assault,-79.38092641,43.65632878
5462,Assault,-79.51131553,43.69834277
5860,Assault,-79.39440881,43.78129978
5463,Assault,-79.30005499,43.80389362
5861,Assault,-79.33455522,43.6927404
5464,Assault,-79.40753886,43.65602655
5862,Assault,-79.44870131,43.72478148
5465,Assault,-79.38968498,43.77945202
5863,Assault,-79.40327511,43.655977
5466,Assault,-79.27292022,43.8066298
5864,Assault,-79.25678984,43.69755436
5467,Assault,-79.39046217,43.65615798
5865,Assault,-79.19334231,43.78534433
5468,Assault,-79.39764708,43.64495461
5866,Assault,-79.49375544,43.6716724
5469,Assault,-79.23307792,43.75818477
5867,Assault,-79.39728711,43.65269951
5470,Assault,-79.47055817,43.67969525
5868,Assault,-79.45858786,43.75266732
5471,Assault,-79.38092641,43.65632878
5869,Assault,-79.35452888,43.67126572
5870,Assault,-79.43451699,43.64102596
5871,Assault,-79.50385301,43.73738385
5572,Assault,-79.37945204,43.66889391
5573,Assault,-79.39488847,43.64507814
5574,Assault,-79.52940666,43.70514146
5575,Assault,-79.4189128,43.68218866
5576,Assault,-79.42556196,43.70099252
5577,Assault,-79.38950758,43.66966906
5578,Assault,-79.49316585,43.60365161
5579,Assault,-79.5315064,43.71409085
5580,Assault,-79.55762433,43.72538118
5581,Assault,-79.18498523,43.75504796
5772,Assault,-79.40063674,43.64573368
5582,Assault,-79.35868759,43.66241553
5672,Assault,-79.43922442,43.77543704
5673,Assault,-79.20478284,43.76396658
5583,Assault,-79.43400536,43.73735451
5773,Assault,-79.50317138,43.76527009
5172,Assault,-79.26245973,43.75206554
5584,Assault,-79.40418963,43.64767624
5674,Assault,-79.3980047,43.63940409
5774,Assault,-79.20312128,43.74608571
5173,Assault,-79.31062555,43.71380426
5585,Assault,-79.49316585,43.60365161
5675,Assault,-79.44611723,43.68556639
5775,Assault,-79.36274042,43.65156856
5174,Assault,-79.37656173,43.6566492
5586,Assault,-79.38031474,43.65646
5676,Assault,-79.42144176,43.6844554
5175,Assault,-79.46452132,43.68405857
5776,Assault,-79.35313877,43.7862768
5587,Assault,-79.18246838,43.80934393
5677,Assault,-79.39850974,43.64477952
5176,Assault,-79.28276457,43.72794607
5777,Assault,-79.31753172,43.76302094
5588,Assault,-79.37103207,43.6582947
5678,Assault,-79.48194527,43.67646633
5177,Assault,-79.4933648,43.61293794
5778,Assault,-79.35672651,43.6622585
5589,Assault,-79.19168105,43.76982429
5679,Assault,-79.56421328,43.72255135
5779,Assault,-79.45342512,43.65809753
5178,Assault,-79.29680778,43.68984505
5590,Assault,-79.19168105,43.76982429
5680,Assault,-79.33560892,43.66925084
5780,Assault,-79.38213095,43.64961473
5179,Assault,-79.2063526,43.80700446
5591,Assault,-79.19168105,43.76982429
5781,Assault,-79.18122709,43.79050181
5681,Assault,-79.25511817,43.75293234
5180,Assault,-79.47568776,43.62924377
5592,Assault,-79.19168105,43.76982429
5782,Assault,-79.48770879,43.72650189
5682,Assault,-79.37103207,43.6582947
5181,Assault,-79.32965454,43.71531117
5593,Assault,-79.19168105,43.76982429
5783,Assault,-79.31868163,43.6992715
5683,Assault,-79.26666551,43.75589955
5784,Assault,-79.20650132,43.78603976
5594,Assault,-79.57575424,43.74281549
5182,Assault,-79.3927142,43.65100162
5684,Assault,-79.46771911,43.7720763
5785,Assault,-79.38641551,43.65817393
5183,Assault,-79.39082556,43.67003757
5685,Assault,-79.43451699,43.64102596
5595,Assault,-79.24455822,43.74636789
5786,Assault,-79.29928672,43.71667021
5686,Assault,-79.31816426,43.76451523
5184,Assault,-79.52292671,43.75138858
5596,Assault,-79.35286947,43.67825101
5185,Assault,-79.37809183,43.65268207
5787,Assault,-79.34372266,43.7758347
5597,Assault,-79.33964897,43.69557422
5687,Assault,-79.45833777,43.67009788
