index,mci,longitude,latitude
2408,Assault,-79.38826806,43.65240818
2313,Assault,-79.58762997,43.73880488
2909,Assault,-79.30779564,43.68217002
2816,Assault,-79.39086861,43.68212357
2409,Assault,-79.53866364,43.73550574
2314,Assault,-79.26078248,43.76832726
2910,Assault,-79.37414434,43.79434247
2410,Assault,-79.58012452,43.64078453
2817,Assault,-79.39086861,43.68212357
2315,Assault,-79.54793863,43.68103831
2411,Assault,-79.32730735,43.81506973
2818,Assault,-79.6113223,43.71068795
2911,Assault,-79.48058653,43.70023426
2316,Assault,-79.30684282,43.76547337
2412,Assault,-79.40667299,43.66607847
2819,Assault,-79.39734423,43.69509234
2912,Assault,-79.38272498,43.63950541
2317,Assault,-79.58582827,43.75097617
2820,Assault,-79.34372266,43.7758347
2913,Assault,-79.38851683,43.66743655
2413,Assault,-79.38211785,43.65909597
2318,Assault,-79.58582827,43.75097617
2821,Assault,-79.38995291,43.64552166
2414,Assault,-79.49368057,43.76527151
2914,Assault,-79.45374827,43.66417852
2319,Assault,-79.46018345,43.65467788
2822,Assault,-79.31573886,43.69249364
2415,Assault,-79.31689584,43.77492219
2915,Assault,-79.38095933,43.66572255
2320,Assault,-79.35887256,43.67620233
2823,Assault,-79.19727026,43.75845127
2916,Assault,-79.47756411,43.63166625
2416,Assault,-79.40153895,43.66716186
2321,Assault,-79.36989693,43.64881328
2824,Assault,-79.36863219,43.66587512
2917,Assault,-79.27295323,43.82275774
2417,Assault,-79.28792432,43.69017928
2322,Assault,-79.3892467,43.75991789
2825,Assault,-79.23698194,43.75475656
2918,Assault,-79.40747311,43.66591459
2418,Assault,-79.389974,43.64706224
2323,Assault,-79.35777921,43.65838703
2826,Assault,-79.58380727,43.74681421
2919,Assault,-79.26245973,43.75206554
2419,Assault,-79.26813002,43.70699894
2324,Assault,-79.48866413,43.61494943
2827,Assault,-79.31381858,43.67531579
2420,Assault,-79.31292843,43.75841473
2920,Assault,-79.51473385,43.7429542
2325,Assault,-79.60005296,43.75402728
2828,Assault,-79.51368528,43.74124004
2421,Assault,-79.43106264,43.72484498
2921,Assault,-79.50863442,43.72091542
2326,Assault,-79.36652664,43.79341761
2829,Assault,-79.60480482,43.73058246
2422,Assault,-79.16214411,43.78875817
2922,Assault,-79.51607825,43.75073689
2830,Assault,-79.4272318,43.79296399
2327,Assault,-79.38402244,43.66200597
2423,Assault,-79.23974368,43.72939573
2923,Assault,-79.51607825,43.75073689
2831,Assault,-79.34881566,43.68943266
2328,Assault,-79.58706201,43.75354114
2424,Assault,-79.44213966,43.77037537
2924,Assault,-79.49729061,43.6151746
2832,Assault,-79.30446874,43.71890687
2329,Assault,-79.29156518,43.69615103
2425,Assault,-79.39061405,43.70581587
2925,Assault,-79.48866413,43.61494943
2833,Assault,-79.56354119,43.68229047
2330,Assault,-79.37650308,43.64578388
2426,Assault,-79.57347478,43.72575047
2926,Assault,-79.49872821,43.75143194
2834,Assault,-79.51106908,43.73088859
2331,Assault,-79.38440609,43.66289
2427,Assault,-79.26157405,43.81111687
2927,Assault,-79.4155777,43.77976908
2835,Assault,-79.24175981,43.77433494
2332,Assault,-79.38264148,43.65297048
2428,Assault,-79.3314064,43.71836023
2928,Assault,-79.40153895,43.66716186
2836,Assault,-79.57040938,43.67633852
2333,Assault,-79.47458733,43.63998288
2429,Assault,-79.38092641,43.65632878
2251,Assault,-79.50184372,43.76468978
2653,Assault,-79.30365349,43.70882852
2929,Assault,-79.38588467,43.6569889
2837,Assault,-79.57040938,43.67633852
2334,Assault,-79.40991705,43.78866325
2430,Assault,-79.59945115,43.73090878
2252,Assault,-79.50184372,43.76468978
2654,Assault,-79.37325453,43.65372907
2930,Assault,-79.37468392,43.66709451
2335,Assault,-79.59331696,43.74178514
2838,Assault,-79.40361348,43.66921999
2431,Assault,-79.3706938,43.65073223
2253,Assault,-79.54110697,43.58796959
2655,Assault,-79.34588845,43.7463489
2931,Assault,-79.43479569,43.69254731
2336,Assault,-79.2079635,43.80712215
2839,Assault,-79.29146407,43.72699628
2432,Assault,-79.43986328,43.63995117
2656,Assault,-79.61692945,43.72375215
2254,Assault,-79.54110697,43.58796959
2932,Assault,-79.36985511,43.65189278
2840,Assault,-79.31230802,43.67660171
2433,Assault,-79.38924525,43.64527584
2337,Assault,-79.26077258,43.81395805
2657,Assault,-79.32562261,43.80283689
2933,Assault,-79.4332834,43.63774331
2255,Assault,-79.59367711,43.74086649
2434,Assault,-79.46752987,43.72958708
2841,Assault,-79.5117459,43.64825162
2338,Assault,-79.19755639,43.74346084
2658,Assault,-79.38641551,43.65817393
2934,Assault,-79.48711873,43.72988437
2256,Assault,-79.59367711,43.74086649
2435,Assault,-79.46752987,43.72958708
2842,Assault,-79.39663851,43.64943727
2339,Assault,-79.24879923,43.70842415
2935,Assault,-79.34985223,43.65887834
2257,Assault,-79.50430284,43.601385
2659,Assault,-79.51476746,43.76721125
2436,Assault,-79.548282,43.72212735
2340,Assault,-79.40016889,43.68341597
2843,Assault,-79.39663851,43.64943727
2936,Assault,-79.34704231,43.7377668
2437,Assault,-79.40798568,43.76441419
2341,Assault,-79.30713206,43.70665601
2844,Assault,-79.39663851,43.64943727
2937,Assault,-79.281861,43.67382424
2438,Assault,-79.40062389,43.77969985
2845,Assault,-79.45242991,43.71432749
2342,Assault,-79.30713206,43.70665601
2938,Assault,-79.41534389,43.68375235
2439,Assault,-79.22574572,43.81221966
2343,Assault,-79.48884685,43.62418717
2846,Assault,-79.27906956,43.74192697
2939,Assault,-79.25571187,43.72889083
2440,Assault,-79.18488178,43.76486794
2344,Assault,-79.48884685,43.62418717
2847,Assault,-79.3309607,43.67798915
2940,Assault,-79.33418574,43.7149264
2441,Assault,-79.26673691,43.71525873
2848,Assault,-79.58175181,43.73777976
2941,Assault,-79.36191926,43.76374386
2345,Assault,-79.16469251,43.78373817
2442,Assault,-79.26673691,43.71525873
2849,Assault,-79.40672551,43.74414955
2942,Assault,-79.44248946,43.76799701
2346,Assault,-79.3487182,43.78026468
2660,Assault,-79.45114098,43.69791681
2258,Assault,-79.33238272,43.68148414
2443,Assault,-79.51721859,43.75061098
2850,Assault,-79.29106675,43.69108432
2943,Assault,-79.37577368,43.65316859
2347,Assault,-79.32779315,43.72734639
2661,Assault,-79.24808459,43.73669645
2259,Assault,-79.45422255,43.67204315
2444,Assault,-79.59421071,43.74192483
2851,Assault,-79.39992355,43.69597341
2944,Assault,-79.43536585,43.65988376
2348,Assault,-79.40453023,43.65711799
2260,Assault,-79.49802498,43.76907264
2662,Assault,-79.44873497,43.78550535
2852,Assault,-79.38520333,43.64689975
2445,Assault,-79.48326766,43.62051169
2945,Assault,-79.30671954,43.67696883
2261,Assault,-79.25389266,43.77520506
2349,Assault,-79.39928192,43.63909926
2663,Assault,-79.26310887,43.78170623
2853,Assault,-79.50052088,43.76224099
2446,Assault,-79.43779285,43.66866688
2946,Assault,-79.46374455,43.76134456
2664,Assault,-79.21247082,43.7360776
2262,Assault,-79.51380034,43.71983033
2350,Assault,-79.36500216,43.65694383
2854,Assault,-79.40875421,43.7628364
2447,Assault,-79.40629383,43.64459164
2947,Assault,-79.41183984,43.76219953
2351,Assault,-79.47303393,43.68686656
2855,Assault,-79.47594163,43.69931065
2448,Assault,-79.35073337,43.78541598
2948,Assault,-79.51344554,43.75805904
2352,Assault,-79.21452999,43.76084304
2856,Assault,-79.39274586,43.78802356
2449,Assault,-79.2831841,43.75548169
2949,Assault,-79.517775,43.75901593
2353,Assault,-79.38518015,43.66480505
2857,Assault,-79.23885788,43.72320049
2450,Assault,-79.55999231,43.6463033
2950,Assault,-79.34330822,43.67514858
2354,Assault,-79.23243399,43.72513954
2451,Assault,-79.53699974,43.59365848
2858,Assault,-79.23885788,43.72320049
2355,Assault,-79.58380478,43.73448469
2951,Assault,-79.31401024,43.78102838
2452,Assault,-79.31309107,43.68639823
2859,Assault,-79.50643225,43.60049429
2356,Assault,-79.30410978,43.72111609
2952,Assault,-79.27372161,43.73757794
2263,Assault,-79.33778583,43.78741814
2665,Assault,-79.39808657,43.67442332
2860,Assault,-79.27978605,43.7485235
2453,Assault,-79.28835861,43.69123234
2357,Assault,-79.39886628,43.63812318
2953,Assault,-79.25389266,43.77520506
2001,Assault,-79.35975493,43.65076064
2501,Assault,-79.41820213,43.74062941
2264,Assault,-79.18960949,43.76765302
2666,Assault,-79.38092641,43.65632878
2454,Assault,-79.42158118,43.63811033
2861,Assault,-79.48264564,43.7290609
2954,Assault,-79.57561022,43.6669354
2358,Assault,-79.19107369,43.76598284
2265,Assault,-79.37737034,43.64784629
2667,Assault,-79.31040244,43.73981364
2359,Assault,-79.24675897,43.75526346
2955,Assault,-79.22032888,43.74654291
2862,Assault,-79.34873771,43.77908561
2455,Assault,-79.19543305,43.78483026
2502,Assault,-79.53081571,43.64303677
2002,Assault,-79.38213095,43.64961473
2266,Assault,-79.46822302,43.65633236
2668,Assault,-79.49434934,43.68578415
2863,Assault,-79.33003072,43.76555514
2956,Assault,-79.54907577,43.75064862
2360,Assault,-79.15076373,43.80022252
2456,Assault,-79.3192063,43.78861443
2267,Assault,-79.31062555,43.71380426
2669,Assault,-79.24460339,43.7201982
2864,Assault,-79.5117459,43.64825162
2957,Assault,-79.54342822,43.73551833
2361,Assault,-79.23273561,43.83993207
2457,Assault,-79.42072994,43.64420599
2003,Assault,-79.25992032,43.71684691
2503,Assault,-79.41509649,43.65090013
2268,Assault,-79.3247059,43.74079037
2670,Assault,-79.3006999,43.67456702
2865,Assault,-79.41079837,43.79020484
2362,Assault,-79.43479569,43.69254731
2958,Assault,-79.37913497,43.64598706
2671,Assault,-79.45355814,43.77815583
2363,Assault,-79.38677912,43.66335883
2458,Assault,-79.19494953,43.77442718
2269,Assault,-79.24879922,43.71025397
2866,Assault,-79.5008194,43.69747956
2959,Assault,-79.35868759,43.66241553
2364,Assault,-79.34440551,43.73428477
2270,Assault,-79.41457875,43.77170395
2867,Assault,-79.5086202,43.69211586
2960,Assault,-79.3047694,43.69483303
2459,Assault,-79.43880081,43.67308969
2504,Assault,-79.33181907,43.81723894
2004,Assault,-79.53196665,43.69000248
2365,Assault,-79.34440551,43.73428477
2271,Assault,-79.18622555,43.768409
2868,Assault,-79.30846472,43.7387993
2460,Assault,-79.43880081,43.67308969
2961,Assault,-79.22582595,43.73498936
2366,Assault,-79.43479873,43.737762
2869,Assault,-79.30464558,43.74324252
2005,Assault,-79.58380478,43.73448469
2962,Assault,-79.42270507,43.65440025
2505,Assault,-79.40459931,43.75728976
2461,Assault,-79.48628043,43.72770044
2367,Assault,-79.62033998,43.7183793
2870,Assault,-79.39850974,43.64477952
2963,Assault,-79.46376978,43.68380988
2462,Assault,-79.25978954,43.73845187
2368,Assault,-79.62033998,43.7183793
2506,Assault,-79.39521892,43.69633489
2006,Assault,-79.41748173,43.64448003
2871,Assault,-79.42144176,43.6844554
2463,Assault,-79.25978954,43.73845187
2964,Assault,-79.38133373,43.65117012
2369,Assault,-79.5586258,43.71796804
2464,Assault,-79.39886921,43.70908773
2965,Assault,-79.25912424,43.7874103
2370,Assault,-79.36959288,43.65488343
2007,Assault,-79.41748173,43.64448003
2507,Assault,-79.45720506,43.65656807
2465,Assault,-79.36982364,43.64554497
2966,Assault,-79.19334231,43.78534433
2371,Assault,-79.53560863,43.59398886
2466,Assault,-79.51389219,43.68171154
2967,Assault,-79.30821724,43.66864871
2508,Assault,-79.44503089,43.6857993
2008,Assault,-79.58744858,43.74344679
2467,Assault,-79.43990742,43.6507222
2968,Assault,-79.54910512,43.69652835
2468,Assault,-79.23224356,43.73459036
2969,Assault,-79.3433601,43.7750122
2009,Assault,-79.49874472,43.62765835
2509,Assault,-79.25205126,43.73584996
2970,Assault,-79.22415695,43.80344992
2469,Assault,-79.37834567,43.66310634
2971,Assault,-79.28325008,43.77173297
2470,Assault,-79.44024159,43.65847828
2510,Assault,-79.25007123,43.77479053
2010,Assault,-79.30236952,43.69261278
2471,Assault,-79.38841558,43.76819168
2011,Assault,-79.4155777,43.77976908
2511,Assault,-79.54569862,43.75136954
2512,Assault,-79.51380034,43.71983033
2012,Assault,-79.35448428,43.67371126
2013,Assault,-79.35448428,43.67371126
2513,Assault,-79.36115393,43.79073639
2514,Assault,-79.36115393,43.79073639
2014,Assault,-79.49849996,43.60226199
2015,Assault,-79.25571187,43.72889083
2515,Assault,-79.43458757,43.64874464
2516,Assault,-79.56434726,43.75138256
2016,Assault,-79.25571187,43.72889083
2017,Assault,-79.46339036,43.75025113
2517,Assault,-79.57072386,43.68252173
2518,Assault,-79.58380727,43.74681421
2018,Assault,-79.46221433,43.69303014
2019,Assault,-79.39764708,43.64495461
2519,Assault,-79.27987063,43.73524062
2520,Assault,-79.37906835,43.67191531
2020,Assault,-79.52462824,43.61587373
2021,Assault,-79.41093798,43.76150883
2521,Assault,-79.24897562,43.79174121
2522,Assault,-79.2283611,43.72865831
2022,Assault,-79.37485096,43.66065407
2023,Assault,-79.30039575,43.78050937
2523,Assault,-79.37679058,43.64107406
2524,Assault,-79.51773182,43.75723482
2024,Assault,-79.38112959,43.66451402
2672,Assault,-79.24553003,43.73945591
2673,Assault,-79.53401995,43.70854889
2674,Assault,-79.28539951,43.69699828
2675,Assault,-79.53322968,43.72687238
2272,Assault,-79.37444812,43.66886919
2372,Assault,-79.44798319,43.75242518
2676,Assault,-79.50165952,43.75384237
2373,Assault,-79.25570483,43.79029597
2273,Assault,-79.38706727,43.66853932
2677,Assault,-79.44870131,43.72478148
2274,Assault,-79.39406927,43.65431051
2374,Assault,-79.54572747,43.72823587
2678,Assault,-79.30596534,43.67247931
2275,Assault,-79.32316524,43.75597889
2276,Assault,-79.39680145,43.70456894
2679,Assault,-79.30596534,43.67247931
2277,Assault,-79.31833682,43.68626976
2680,Assault,-79.62181531,43.72745102
2972,Assault,-79.4464676,43.72310016
2681,Assault,-79.58441555,43.74806674
2278,Assault,-79.57136698,43.75691459
2375,Assault,-79.38662134,43.64863825
2872,Assault,-79.37220824,43.66763493
2682,Assault,-79.26311757,43.75376737
2973,Assault,-79.37800814,43.6621372
2279,Assault,-79.30483174,43.76124124
2376,Assault,-79.3855562,43.64886902
2873,Assault,-79.45689347,43.6553954
2683,Assault,-79.28708196,43.80356427
2280,Assault,-79.30790591,43.77873109
2974,Assault,-79.39092615,43.6423149
2377,Assault,-79.44856243,43.72186467
2874,Assault,-79.45689347,43.6553954
2684,Assault,-79.25937144,43.71697177
2281,Assault,-79.38067489,43.65577407
2378,Assault,-79.56854551,43.64901707
2875,Assault,-79.18860939,43.76396898
2685,Assault,-79.28276457,43.72794607
2282,Assault,-79.40005472,43.78514552
2876,Assault,-79.59495623,43.73601708
2379,Assault,-79.34432166,43.78097608
2686,Assault,-79.50897985,43.72236417
2283,Assault,-79.36735187,43.659123
2877,Assault,-79.39146079,43.65433338
2380,Assault,-79.20312128,43.74608571
2687,Assault,-79.48168519,43.68586416
2284,Assault,-79.3700984,43.66808935
2381,Assault,-79.21080639,43.76109244
2878,Assault,-79.37625163,43.79934783
2975,Assault,-79.25257908,43.72563775
2472,Assault,-79.44030306,43.69233798
2688,Assault,-79.38092641,43.65632878
2285,Assault,-79.24675897,43.75526346
2879,Assault,-79.46178752,43.66489316
2976,Assault,-79.42010283,43.65447091
2382,Assault,-79.34120757,43.77318615
2473,Assault,-79.43950275,43.63910771
2689,Assault,-79.42309376,43.67556172
2286,Assault,-79.50572857,43.68741231
2977,Assault,-79.20478284,43.76396658
2383,Assault,-79.52832035,43.70454549
2880,Assault,-79.43291838,43.64089468
2474,Assault,-79.30053879,43.72496748
2690,Assault,-79.17513639,43.7767045
2384,Assault,-79.29739428,43.70300964
2978,Assault,-79.33495727,43.71873042
2287,Assault,-79.52899215,43.70091696
2475,Assault,-79.43561663,43.64308954
2881,Assault,-79.44041154,43.68329489
2691,Assault,-79.23307792,43.75818477
2385,Assault,-79.20248897,43.8041133
2288,Assault,-79.4118641,43.63407527
2476,Assault,-79.44646141,43.66672551
2979,Assault,-79.25389266,43.77520506
2692,Assault,-79.43646893,43.73341769
2882,Assault,-79.31765241,43.66889046
2386,Assault,-79.42805407,43.66148052
2477,Assault,-79.25263025,43.72738999
2289,Assault,-79.4040105,43.64718829
2980,Assault,-79.25389266,43.77520506
2883,Assault,-79.20497568,43.78260125
2693,Assault,-79.40270718,43.66690544
2387,Assault,-79.22274465,43.75771023
2478,Assault,-79.32549341,43.79913728
2290,Assault,-79.30398141,43.80171972
2981,Assault,-79.51721859,43.75061098
2884,Assault,-79.24144885,43.72087516
2694,Assault,-79.37997399,43.6540628
2388,Assault,-79.38901071,43.74703319
2885,Assault,-79.1542766,43.79994828
2291,Assault,-79.45666463,43.72272518
2982,Assault,-79.30493937,43.71598675
2695,Assault,-79.4597207,43.76777305
2479,Assault,-79.4572406,43.67511221
2389,Assault,-79.38901071,43.74703319
2886,Assault,-79.37310598,43.65226359
2696,Assault,-79.25917222,43.69935361
2983,Assault,-79.51320411,43.72551589
2292,Assault,-79.52379006,43.70237242
2480,Assault,-79.46769602,43.6917161
2390,Assault,-79.23787474,43.77309296
2887,Assault,-79.41534389,43.68375235
2697,Assault,-79.45318011,43.70698274
2984,Assault,-79.5833265,43.65990664
2293,Assault,-79.52379006,43.70237242
2888,Assault,-79.5008194,43.69747956
2985,Assault,-79.37945204,43.66889391
2294,Assault,-79.548282,43.72212735
2391,Assault,-79.2296348,43.76038914
2481,Assault,-79.51475833,43.60921234
2698,Assault,-79.37809183,43.65268207
2986,Assault,-79.22883344,43.82993
2889,Assault,-79.19377428,43.7630666
2295,Assault,-79.38279617,43.66058336
2482,Assault,-79.47015539,43.69287157
2392,Assault,-79.60303424,43.72442122
2699,Assault,-79.28352946,43.69538027
2987,Assault,-79.33887214,43.67687527
2700,Assault,-79.40137326,43.76800113
2393,Assault,-79.37485096,43.66065407
2296,Assault,-79.46561417,43.66786207
2890,Assault,-79.28496349,43.6807263
2483,Assault,-79.49474632,43.6739899
2988,Assault,-79.42091202,43.74336272
2484,Assault,-79.57121033,43.75440221
2394,Assault,-79.38463863,43.67181299
2297,Assault,-79.27105587,43.69329795
2891,Assault,-79.44870131,43.72478148
2989,Assault,-79.37485096,43.66065407
2298,Assault,-79.28584486,43.69177609
2395,Assault,-79.3983665,43.70673199
2485,Assault,-79.51620135,43.7001582
2892,Assault,-79.31040244,43.73981364
2990,Assault,-79.37887823,43.65614626
2299,Assault,-79.27049508,43.78713254
2486,Assault,-79.37997399,43.6540628
2893,Assault,-79.37122007,43.64697894
2396,Assault,-79.3983665,43.70673199
2991,Assault,-79.39747433,43.70692189
2300,Assault,-79.21823071,43.77365257
2487,Assault,-79.61584949,43.72388829
2894,Assault,-79.38157882,43.66008648
2397,Assault,-79.3983665,43.70673199
2992,Assault,-79.39529783,43.70682887
2488,Assault,-79.21197193,43.80228187
2895,Assault,-79.19377428,43.7630666
2398,Assault,-79.39764708,43.64495461
2993,Assault,-79.41387838,43.65521313
2489,Assault,-79.21197193,43.80228187
2896,Assault,-79.3057753,43.66875708
2399,Assault,-79.47895795,43.66556312
2994,Assault,-79.42274739,43.69410418
2490,Assault,-79.21197193,43.80228187
2897,Assault,-79.24569369,43.7657294
2400,Assault,-79.56322663,43.65265082
2995,Assault,-79.38147566,43.64291283
2898,Assault,-79.18280179,43.76009167
2491,Assault,-79.41247566,43.77409839
2996,Assault,-79.24736017,43.79688187
2899,Assault,-79.28840955,43.68039535
2492,Assault,-79.5828494,43.74446655
2997,Assault,-79.55889998,43.62716187
2493,Assault,-79.5828494,43.74446655
2900,Assault,-79.2972913,43.70222009
2998,Assault,-79.51512855,43.74709426
2494,Assault,-79.35210127,43.78648667
2999,Assault,-79.50895768,43.69937687
2495,Assault,-79.22832238,43.75138169
3000,Assault,-79.46847398,43.78759937
2496,Assault,-79.44555011,43.78393276
2497,Assault,-79.4177636,43.66858216
2498,Assault,-79.29954931,43.80154803
2499,Assault,-79.41730358,43.65576126
2500,Assault,-79.35871787,43.67726322
2025,Assault,-79.50338917,43.76978948
2525,Assault,-79.23261027,43.74160883
2526,Assault,-79.39304492,43.65803712
2026,Assault,-79.58441555,43.74806674
2027,Assault,-79.25205126,43.73584996
2527,Assault,-79.25193711,43.75252589
2528,Assault,-79.24777303,43.76820035
2028,Assault,-79.26576887,43.69600093
2029,Assault,-79.20761759,43.78302655
2529,Assault,-79.18960949,43.76765302
2530,Assault,-79.18960949,43.76765302
2030,Assault,-79.24553277,43.73992224
2031,Assault,-79.36975881,43.6686733
2531,Assault,-79.22508774,43.77020397
2532,Assault,-79.30764969,43.68423872
2032,Assault,-79.53747565,43.72066929
2033,Assault,-79.58682302,43.68794826
2533,Assault,-79.29435011,43.6708134
2534,Assault,-79.30108776,43.8037424
2034,Assault,-79.38840259,43.64757169
2035,Assault,-79.30847,43.68626706
2535,Assault,-79.41813417,43.68038477
2536,Assault,-79.47475768,43.78618398
2036,Assault,-79.44520826,43.71244903
2037,Assault,-79.37646148,43.6548295
2537,Assault,-79.56231873,43.63562536
2538,Assault,-79.22806338,43.74981847
2038,Assault,-79.41115621,43.7623522
2039,Assault,-79.52548743,43.64928766
2539,Assault,-79.22806338,43.74981847
2540,Assault,-79.37047998,43.76834032
2040,Assault,-79.23520163,43.72271503
2041,Assault,-79.48766763,43.70637438
2541,Assault,-79.38582321,43.67157667
2542,Assault,-79.45349232,43.67114792
2042,Assault,-79.49013329,43.61046691
2043,Assault,-79.49013329,43.61046691
2543,Assault,-79.31216753,43.77676814
2544,Assault,-79.52503968,43.62335641
2044,Assault,-79.32610891,43.72766819
2045,Assault,-79.2264639,43.81597224
2545,Assault,-79.38879897,43.65077177
2546,Assault,-79.38647877,43.69817455
2046,Assault,-79.4569734,43.6558233
2047,Assault,-79.42109462,43.7557964
2547,Assault,-79.50463583,43.72160023
2548,Assault,-79.28276667,43.71618133
2048,Assault,-79.32301711,43.77524462
2049,Assault,-79.45477474,43.67535382
2549,Assault,-79.55188552,43.68663467
2550,Assault,-79.33755155,43.67002021
2050,Assault,-79.40101715,43.64289591
2051,Assault,-79.40268157,43.63744111
2551,Assault,-79.40135614,43.63739526
2552,Assault,-79.26254195,43.72581777
2052,Assault,-79.44873497,43.78550535
2053,Assault,-79.29898297,43.78271214
2553,Assault,-79.21120928,43.81185692
2554,Assault,-79.30636428,43.77541915
2054,Assault,-79.37103207,43.6582947
2055,Assault,-79.37429747,43.64819444
2555,Assault,-79.37468392,43.66709451
2556,Assault,-79.45953665,43.67475824
2056,Assault,-79.43903592,43.66846482
2057,Assault,-79.38678806,43.67022639
2557,Assault,-79.39140228,43.65838697
2558,Assault,-79.39140228,43.65838697
2058,Assault,-79.33727676,43.66056321
2059,Assault,-79.40107165,43.64903445
2559,Assault,-79.49137098,43.75564064
2560,Assault,-79.31829452,43.72613496
2060,Assault,-79.49314231,43.688305
2061,Assault,-79.37685429,43.67235855
2561,Assault,-79.32316524,43.75597889
2562,Assault,-79.32316524,43.75597889
2062,Assault,-79.4301219,43.64192537
2063,Assault,-79.4301219,43.64192537
2563,Assault,-79.37834705,43.66628531
2564,Assault,-79.55690359,43.61012618
2064,Assault,-79.4301219,43.64192537
2065,Assault,-79.37609773,43.80771029
2565,Assault,-79.46125648,43.69066792
2566,Assault,-79.38678806,43.67022639
2066,Assault,-79.19489376,43.76649585
2067,Assault,-79.21238484,43.74460404
2567,Assault,-79.48200003,43.66934793
2568,Assault,-79.37791832,43.64914874
2068,Assault,-79.21238484,43.74460404
2069,Assault,-79.28657658,43.68690495
2569,Assault,-79.30118139,43.67812649
2570,Assault,-79.46352351,43.69844216
2070,Assault,-79.34976452,43.78002894
2071,Assault,-79.42282729,43.74230705
2571,Assault,-79.34278037,43.70554976
2072,Assault,-79.42282729,43.74230705
2572,Assault,-79.30979376,43.74214404
2573,Assault,-79.35390637,43.67677771
2073,Assault,-79.28894879,43.67283439
2074,Assault,-79.46018345,43.65467788
2574,Assault,-79.35288386,43.78389585
2575,Assault,-79.37990572,43.66997398
2075,Assault,-79.38471298,43.65807471
2076,Assault,-79.43922442,43.77543704
2576,Assault,-79.32180859,43.78544115
2577,Assault,-79.19726848,43.76958531
2077,Assault,-79.38242474,43.65176096
2078,Assault,-79.52080165,43.66133995
2578,Assault,-79.27583856,43.75995014
2579,Assault,-79.29691472,43.70089605
2079,Assault,-79.38258474,43.74005347
2080,Assault,-79.18622555,43.768409
2580,Assault,-79.47691449,43.63026962
2581,Assault,-79.31659103,43.75385442
2081,Assault,-79.4002175,43.65835987
2082,Assault,-79.33622624,43.66540819
2582,Assault,-79.26254195,43.72581777
2583,Assault,-79.26254195,43.72581777
2083,Assault,-79.60299463,43.70331294
2084,Assault,-79.2996221,43.70066175
2584,Assault,-79.3980047,43.63940409
2585,Assault,-79.37493287,43.66432945
2085,Assault,-79.45367077,43.7090622
2086,Assault,-79.23657151,43.78837037
2586,Assault,-79.26370326,43.69206905
2587,Assault,-79.59012304,43.73744965
2087,Assault,-79.31850171,43.66591299
2088,Assault,-79.35584831,43.68708443
2588,Assault,-79.33313206,43.79817553
2589,Assault,-79.3177891,43.7710328
2089,Assault,-79.5247037,43.62718826
2090,Assault,-79.53055376,43.64677344
2590,Assault,-79.13612863,43.77664563
2591,Assault,-79.31573886,43.69249364
2091,Assault,-79.57218526,43.68134004
2092,Assault,-79.39488847,43.64507814
2592,Assault,-79.47117939,43.72789215
2593,Assault,-79.39504684,43.64547051
2093,Assault,-79.39488847,43.64507814
2094,Assault,-79.39488847,43.64507814
2594,Assault,-79.40065651,43.65054662
2595,Assault,-79.43417092,43.72921349
2095,Assault,-79.22128573,43.74873254
2096,Assault,-79.27951692,43.70321859
2596,Assault,-79.43999967,43.65101218
2597,Assault,-79.36736204,43.7708501
2097,Assault,-79.37283148,43.66924464
2098,Assault,-79.4733821,43.64042533
2598,Assault,-79.22020414,43.73593907
2599,Assault,-79.57137148,43.71154725
2099,Assault,-79.50289397,43.69955334
2100,Assault,-79.54867621,43.70132433
2600,Assault,-79.45245387,43.65632102
15501,Assault,-79.25389266,43.77520506
15901,Assault,-79.57040938,43.67633852
15502,Assault,-79.5453521,43.72171552
15101,Assault,-79.18777826,43.77270125
15902,Assault,-79.57040938,43.67633852
15903,Assault,-79.41055992,43.75994753
15102,Assault,-79.28225757,43.76942148
15503,Assault,-79.5453521,43.72171552
15904,Assault,-79.31938462,43.66477917
15103,Assault,-79.29364644,43.68960086
15504,Assault,-79.51620135,43.7001582
15905,Assault,-79.43561663,43.64308954
15104,Assault,-79.4012962,43.64735604
15505,Assault,-79.38977352,43.64660348
15105,Assault,-79.51475833,43.60921234
15906,Assault,-79.37997399,43.6540628
15506,Assault,-79.38977352,43.64660348
15907,Assault,-79.21559584,43.80779975
15507,Assault,-79.22532435,43.75982266
15106,Assault,-79.51475833,43.60921234
15908,Assault,-79.50534514,43.70841462
15508,Assault,-79.37542104,43.67127961
15107,Assault,-79.51475833,43.60921234
15509,Assault,-79.26783799,43.73395663
15909,Assault,-79.37345858,43.65730387
15108,Assault,-79.30998942,43.76366903
15701,Assault,-79.3983665,43.70673199
15910,Assault,-79.521725,43.5971276
15109,Assault,-79.21891354,43.74318201
15510,Assault,-79.34964886,43.65839737
15702,Assault,-79.28795378,43.6930894
15911,Assault,-79.521725,43.5971276
15110,Assault,-79.3674836,43.76909721
15511,Assault,-79.34964886,43.65839737
15703,Assault,-79.29146407,43.72699628
15912,Assault,-79.521725,43.5971276
15111,Assault,-79.40602237,43.65231168
15512,Assault,-79.4809739,43.72157592
15913,Assault,-79.21535727,43.80117967
15914,Assault,-79.21535727,43.80117967
15915,Assault,-79.37238989,43.65817059
15513,Assault,-79.4809739,43.72157592
15704,Assault,-79.29146407,43.72699628
15112,Assault,-79.51380034,43.71983033
