id,listing_url,longitude,latitude,guest_num,room_type,price,instant_bookable,bedrooms,beds,bathrooms,superhost,pet_allowed,event_allowed,smoking_allowed,Free_parking,Family_kid_friendly,Washer,Hangers,Lock_on_bedroom_door,Wireless_Internet,Laptop_friendly_workspace,TV,Shampoo,Self_Check_in,Heating,Hair_dryer,Indoor_fireplace,Dryer,Iron,Breakfast,Doorman,Buzzer_wireless_intercom,Air_conditioning,Pool,Kitchen,crime_count
9132704,https://www.airbnb.com/rooms/9132704,-79.4998673471988,43.76205655396621,3,Private room,30.0,t,1,1,1.0,f,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,35
6832028,https://www.airbnb.com/rooms/6832028,-79.49913881836751,43.76906851278993,2,Private room,39.0,f,1,2,1.5,f,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,6
14596547,https://www.airbnb.com/rooms/14596547,-79.50139571257495,43.767794031682044,1,Private room,50.0,t,1,1,1.0,f,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,11
8235594,https://www.airbnb.com/rooms/8235594,-79.49671159598898,43.76548043189837,6,Entire home/apt,178.0,f,2,4,2.5,f,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,4
9052835,https://www.airbnb.com/rooms/9052835,-79.50430042902904,43.76555816688828,1,Entire home/apt,45.0,f,1,1,1.0,f,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,12
10772078,https://www.airbnb.com/rooms/10772078,-79.49167329482556,43.76480164522597,2,Entire home/apt,35.0,f,1,1,1.0,f,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1
15888115,https://www.airbnb.com/rooms/15888115,-79.46530376833378,43.75081944987002,3,Entire home/apt,59.0,f,1,1,1.0,f,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
9842943,https://www.airbnb.com/rooms/9842943,-79.46490840651519,43.75032736719407,3,Entire home/apt,70.0,f,1,1,1.0,f,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
15790625,https://www.airbnb.com/rooms/15790625,-79.46592031912914,43.7526641887753,2,Entire home/apt,99.0,f,1,1,1.0,f,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
8238835,https://www.airbnb.com/rooms/8238835,-79.50225350507178,43.76873969369485,1,Private room,39.0,t,1,1,1.0,f,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1
18415023,https://www.airbnb.com/rooms/18415023,-79.50432896035359,43.7662462683944,1,Private room,28.0,t,1,1,1.0,f,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,14
5923285,https://www.airbnb.com/rooms/5923285,-79.50080737491095,43.768397326811154,1,Private room,41.0,t,1,1,1.0,f,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,11
18700196,https://www.airbnb.com/rooms/18700196,-79.49625020462356,43.76702173677312,1,Private room,38.0,t,1,1,0.0,f,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,9
18707265,https://www.airbnb.com/rooms/18707265,-79.50395868288284,43.76826767716538,1,Private room,41.0,t,1,2,1.0,f,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13007164,https://www.airbnb.com/rooms/13007164,-79.50123474885329,43.7681843610851,2,Private room,45.0,t,1,1,1.0,f,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,7
9250114,https://www.airbnb.com/rooms/9250114,-79.50099973372991,43.76961135659021,2,Private room,26.0,f,1,1,1.0,f,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,8
18477472,https://www.airbnb.com/rooms/18477472,-79.49220565497824,43.75826284997355,1,Private room,35.0,f,1,1,1.0,f,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
18132114,https://www.airbnb.com/rooms/18132114,-79.49179098965634,43.74388470895165,1,Private room,30.0,t,1,1,1.0,f,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,25
18240871,https://www.airbnb.com/rooms/18240871,-79.50287674237596,43.76603519921788,1,Private room,36.0,t,1,1,1.0,f,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,24
18931296,https://www.airbnb.com/rooms/18931296,-79.50301307998366,43.767350890528355,1,Private room,32.0,t,1,1,1.0,f,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,5
4934960,https://www.airbnb.com/rooms/4934960,-79.46547834129126,43.75262314902287,2,Private room,50.0,f,1,1,1.5,f,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0
12836532,https://www.airbnb.com/rooms/12836532,-79.50126847759728,43.76803924174777,2,Private room,39.0,t,1,1,1.0,f,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,7
4747093,https://www.airbnb.com/rooms/4747093,-79.46336043886515,43.75131011828879,1,Private room,41.0,f,1,1,1.0,f,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,3
18931153,https://www.airbnb.com/rooms/18931153,-79.50456747050556,43.76641723019313,1,Private room,28.0,t,1,1,1.0,f,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,8
16272130,https://www.airbnb.com/rooms/16272130,-79.50302933776008,43.76776535155779,1,Private room,32.0,t,3,3,1.0,f,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,3
9250900,https://www.airbnb.com/rooms/9250900,-79.50001501104323,43.76920662239039,2,Shared room,26.0,f,1,1,1.0,f,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,5
18691217,https://www.airbnb.com/rooms/18691217,-79.50469612340811,43.7638616083945,2,Shared room,27.0,f,1,2,1.0,f,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0
17763478,https://www.airbnb.com/rooms/17763478,-79.49248445496532,43.7589006923528,1,Private room,50.0,f,1,1,1.0,f,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,13
1182952,https://www.airbnb.com/rooms/1182952,-79.49931807950551,43.76599242167968,1,Private room,108.0,f,1,1,1.0,f,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,9
6849449,https://www.airbnb.com/rooms/6849449,-79.49989856192894,43.77055908256381,1,Private room,39.0,f,1,1,1.5,f,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,5
6849452,https://www.airbnb.com/rooms/6849452,-79.50191909853885,43.76855973012425,1,Private room,39.0,f,1,1,1.5,f,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,3
10719537,https://www.airbnb.com/rooms/10719537,-79.50215685519632,43.7679912844214,2,Private room,39.0,t,1,1,1.0,f,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,2
13927729,https://www.airbnb.com/rooms/13927729,-79.46622325626196,43.76455395128993,4,Entire home/apt,100.0,f,2,2,1.0,f,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,2
18646498,https://www.airbnb.com/rooms/18646498,-79.49623334178754,43.74880357453221,2,Entire home/apt,76.0,t,0,1,1.0,f,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0
13990925,https://www.airbnb.com/rooms/13990925,-79.4984995065777,43.76643337315414,1,Private room,59.0,f,1,1,1.0,f,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,8
1651605,https://www.airbnb.com/rooms/1651605,-79.4906106370582,43.75584741943883,1,Private room,41.0,f,1,2,2.0,f,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,4
17574083,https://www.airbnb.com/rooms/17574083,-79.50257565735198,43.76691369812414,2,Private room,39.0,t,1,2,1.0,f,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,4
18491905,https://www.airbnb.com/rooms/18491905,-79.50434024323788,43.75254368256911,2,Private room,22.0,t,1,1,1.0,f,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,2
18359476,https://www.airbnb.com/rooms/18359476,-79.50244887406595,43.76804200412359,2,Private room,35.0,t,1,1,1.0,f,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2
16491597,https://www.airbnb.com/rooms/16491597,-79.49389951673038,43.766002422150656,2,Private room,70.0,f,1,1,1.0,f,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,11
6922238,https://www.airbnb.com/rooms/6922238,-79.50053330182531,43.75428208175453,5,Entire home/apt,109.0,f,2,4,1.0,f,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2
10255272,https://www.airbnb.com/rooms/10255272,-79.46610726580344,43.76449243587347,2,Entire home/apt,72.0,f,1,2,1.0,f,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2
10551021,https://www.airbnb.com/rooms/10551021,-79.46591433973363,43.763062870470975,3,Entire home/apt,78.0,f,1,1,1.0,f,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
6353861,https://www.airbnb.com/rooms/6353861,-79.49991611683454,43.768126332391795,6,Entire home/apt,69.0,f,6,6,5.0,f,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,22
12835675,https://www.airbnb.com/rooms/12835675,-79.4993499455653,43.76680230775017,2,Private room,50.0,t,1,1,1.0,f,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,23
6017439,https://www.airbnb.com/rooms/6017439,-79.50275315057223,43.768550469190004,2,Private room,41.0,t,1,1,1.0,f,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0
15747098,https://www.airbnb.com/rooms/15747098,-79.4938336815288,43.7636243160761,2,Private room,59.0,f,1,2,1.0,f,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0
9648319,https://www.airbnb.com/rooms/9648319,-79.4933637712072,43.75207602223993,2,Private room,36.0,f,1,1,1.5,t,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
15188405,https://www.airbnb.com/rooms/15188405,-79.49745676387694,43.7687116909654,2,Private room,59.0,f,1,1,0.5,f,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,9
6831843,https://www.airbnb.com/rooms/6831843,-79.5005217832784,43.7694290689735,2,Private room,39.0,f,1,2,1.5,f,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,10
6831764,https://www.airbnb.com/rooms/6831764,-79.49713236964814,43.76873811567582,2,Private room,39.0,f,1,1,1.0,f,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,10
6830631,https://www.airbnb.com/rooms/6830631,-79.50013465266595,43.768043723875714,2,Private room,39.0,f,1,1,1.5,f,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,19
13449697,https://www.airbnb.com/rooms/13449697,-79.50635996423948,43.76574803914951,1,Private room,50.0,f,1,1,1.0,f,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
17609797,https://www.airbnb.com/rooms/17609797,-79.50360839941358,43.752319224920406,2,Private room,20.0,t,1,1,1.0,f,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,2
14594894,https://www.airbnb.com/rooms/14594894,-79.46421370790705,43.75143155767727,2,Entire home/apt,104.0,f,1,1,1.5,t,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,2
17181579,https://www.airbnb.com/rooms/17181579,-79.50315736990197,43.76630843266616,1,Private room,42.0,t,1,3,1.0,f,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,9
18619452,https://www.airbnb.com/rooms/18619452,-79.4964056023167,43.769093240666635,1,Private room,28.0,t,1,1,1.0,f,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,2
17668748,https://www.airbnb.com/rooms/17668748,-79.49081405444682,43.74863598695405,2,Entire home/apt,76.0,t,0,1,1.0,f,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
16162206,https://www.airbnb.com/rooms/16162206,-79.49294267321928,43.76557254484738,2,Private room,76.0,f,1,1,1.0,f,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,11
6625373,https://www.airbnb.com/rooms/6625373,-79.5011769394673,43.76961526881377,3,Private room,58.0,f,1,3,1.5,f,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,5
14915136,https://www.airbnb.com/rooms/14915136,-79.46505560133109,43.750505202805115,2,Entire home/apt,120.0,f,1,1,2.0,f,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0
11572314,https://www.airbnb.com/rooms/11572314,-79.50092743273358,43.77000974138479,2,Shared room,26.0,f,1,1,1.0,f,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,5
7859654,https://www.airbnb.com/rooms/7859654,-79.49653112129259,43.76640295771682,1,Private room,45.0,f,1,1,1.0,f,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,4
6849285,https://www.airbnb.com/rooms/6849285,-79.50047690598653,43.769577127077646,2,Private room,39.0,f,1,2,1.5,f,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,10
12980628,https://www.airbnb.com/rooms/12980628,-79.49942502893285,43.76628320803627,1,Private room,49.0,t,1,1,1.0,f,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,9
16518220,https://www.airbnb.com/rooms/16518220,-79.49209407305662,43.76634507505561,2,Private room,70.0,f,1,1,1.0,f,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1
18253565,https://www.airbnb.com/rooms/18253565,-79.49556102163177,43.769032573731344,1,Private room,42.0,t,1,1,1.0,f,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
18022512,https://www.airbnb.com/rooms/18022512,-79.50332602657349,43.76678207868084,1,Private room,32.0,t,1,1,1.0,f,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,7
17956509,https://www.airbnb.com/rooms/17956509,-79.29964459065364,43.67248846189951,2,Private room,78.0,t,1,1,1.0,f,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
18970777,https://www.airbnb.com/rooms/18970777,-79.28295345644112,43.672182634314794,2,Private room,41.0,t,1,1,1.0,f,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0
5637391,https://www.airbnb.com/rooms/5637391,-79.28740229432718,43.67940696505793,2,Private room,50.0,t,1,1,2.0,f,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,3
5386570,https://www.airbnb.com/rooms/5386570,-79.29991898083338,43.677190250747394,2,Private room,57.0,t,1,1,1.0,t,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,2
6912820,https://www.airbnb.com/rooms/6912820,-79.30289611747862,43.66900999070965,2,Private room,69.0,f,1,1,1.0,t,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,6
14413653,https://www.airbnb.com/rooms/14413653,-79.30514485545747,43.67497726851157,2,Private room,95.0,t,1,1,1.0,f,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
17136599,https://www.airbnb.com/rooms/17136599,-79.29023916711141,43.66921589174613,2,Private room,51.0,f,1,1,1.0,f,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
9328245,https://www.airbnb.com/rooms/9328245,-79.29805328180157,43.67145208682428,1,Private room,45.0,f,1,1,1.5,f,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,4
18833651,https://www.airbnb.com/rooms/18833651,-79.30673264647052,43.67055531854204,1,Private room,59.0,t,0,1,1.0,f,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3
2248986,https://www.airbnb.com/rooms/2248986,-79.28916087119926,43.674639929545,1,Private room,55.0,f,1,1,1.5,f,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
16054155,https://www.airbnb.com/rooms/16054155,-79.2873294076097,43.67335825761739,1,Private room,72.0,f,2,2,1.0,f,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,2
5637397,https://www.airbnb.com/rooms/5637397,-79.28924704369777,43.67752333965721,2,Private room,55.0,f,1,1,2.0,f,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
2124858,https://www.airbnb.com/rooms/2124858,-79.28727324818456,43.67533199793053,2,Private room,59.0,f,1,1,2.5,f,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0
2615254,https://www.airbnb.com/rooms/2615254,-79.28867330111952,43.67412697498372,2,Private room,59.0,f,1,1,1.5,f,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0
3929800,https://www.airbnb.com/rooms/3929800,-79.3054695063631,43.67235732417206,2,Private room,85.0,f,1,2,1.5,f,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,3
4129258,https://www.airbnb.com/rooms/4129258,-79.30552413571309,43.6669641426524,2,Private room,126.0,f,1,1,1.0,f,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
8189495,https://www.airbnb.com/rooms/8189495,-79.30529293118896,43.6672128315736,2,Private room,99.0,f,1,1,1.0,f,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,5
12571298,https://www.airbnb.com/rooms/12571298,-79.30223756227733,43.67126120694249,2,Private room,55.0,f,1,1,1.0,f,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
7067539,https://www.airbnb.com/rooms/7067539,-79.30614304123769,43.67349160182912,2,Private room,45.0,f,1,1,1.5,f,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
16333591,https://www.airbnb.com/rooms/16333591,-79.294515094812,43.669657647437646,2,Private room,93.0,f,1,1,1.0,f,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1
5719836,https://www.airbnb.com/rooms/5719836,-79.29290922282081,43.66853423279778,2,Private room,59.0,f,1,1,1.0,f,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,6
7948668,https://www.airbnb.com/rooms/7948668,-79.28344241844604,43.67177887158594,4,Private room,95.0,f,1,1,1.0,f,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
16332998,https://www.airbnb.com/rooms/16332998,-79.29268089032557,43.668740626911905,2,Private room,80.0,f,1,1,1.0,f,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,6
387957,https://www.airbnb.com/rooms/387957,-79.30673455902767,43.672863917622735,2,Private room,70.0,f,1,2,2.5,f,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,2
8442686,https://www.airbnb.com/rooms/8442686,-79.29858773885711,43.67653732433021,3,Private room,80.0,f,1,2,1.0,f,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0
13139555,https://www.airbnb.com/rooms/13139555,-79.28924016645544,43.67016091876565,3,Entire home/apt,86.0,f,0,2,1.0,f,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
12469602,https://www.airbnb.com/rooms/12469602,-79.29067624912591,43.67029829836322,4,Entire home/apt,120.0,f,1,1,1.0,t,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0
14273139,https://www.airbnb.com/rooms/14273139,-79.29749573991445,43.67204612527274,2,Entire home/apt,99.0,f,1,1,1.0,f,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0
13731811,https://www.airbnb.com/rooms/13731811,-79.29673640690494,43.66842471999773,2,Entire home/apt,109.0,t,0,1,1.0,t,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0
4566721,https://www.airbnb.com/rooms/4566721,-79.28703181025217,43.67501957261242,3,Entire home/apt,150.0,f,2,2,2.0,f,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0
15051450,https://www.airbnb.com/rooms/15051450,-79.29742038115255,43.67463039322399,3,Entire home/apt,78.0,f,1,1,1.0,f,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,3
8206165,https://www.airbnb.com/rooms/8206165,-79.30293670381769,43.670405602056256,6,Entire home/apt,300.0,f,4,4,1.0,f,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,4
6434012,https://www.airbnb.com/rooms/6434012,-79.29159482893229,43.670290179751994,5,Entire home/apt,138.0,f,2,1,1.0,f,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1
18133874,https://www.airbnb.com/rooms/18133874,-79.29304813653353,43.67031764659522,2,Entire home/apt,200.0,t,0,1,1.0,f,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
13771490,https://www.airbnb.com/rooms/13771490,-79.29084034182901,43.67233847913025,3,Entire home/apt,91.0,f,1,1,1.0,f,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1
5463654,https://www.airbnb.com/rooms/5463654,-79.30376308630727,43.668401684677114,2,Entire home/apt,100.0,f,0,1,1.0,t,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,4
13001609,https://www.airbnb.com/rooms/13001609,-79.29391879420588,43.66935302344904,6,Entire home/apt,151.0,f,4,4,2.0,f,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1
13649981,https://www.airbnb.com/rooms/13649981,-79.28987237496848,43.677128652122214,7,Entire home/apt,128.0,t,2,3,1.0,f,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
14039371,https://www.airbnb.com/rooms/14039371,-79.30580474013216,43.66932373531745,2,Entire home/apt,99.0,f,1,1,1.0,t,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,4
3890618,https://www.airbnb.com/rooms/3890618,-79.28224538442268,43.67241666160943,3,Entire home/apt,82.0,f,1,1,1.0,f,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
6290143,https://www.airbnb.com/rooms/6290143,-79.28208559491723,43.67326554440998,2,Entire home/apt,85.0,f,1,1,1.0,f,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,10
9734274,https://www.airbnb.com/rooms/9734274,-79.30234503177086,43.67246070365375,4,Entire home/apt,95.0,f,1,2,1.0,f,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0
6120294,https://www.airbnb.com/rooms/6120294,-79.29568625807917,43.669478372496755,7,Entire home/apt,250.0,f,3,4,2.5,f,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,3
11345032,https://www.airbnb.com/rooms/11345032,-79.30613533896354,43.67141080890196,3,Entire home/apt,55.0,f,1,2,1.0,f,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,5
2946342,https://www.airbnb.com/rooms/2946342,-79.2992805338755,43.674137807357646,4,Entire home/apt,139.0,f,2,2,2.0,f,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0
3890777,https://www.airbnb.com/rooms/3890777,-79.28381236811428,43.672991050005685,4,Entire home/apt,99.0,f,1,1,1.0,f,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,3
11123445,https://www.airbnb.com/rooms/11123445,-79.29855592271585,43.675502063222865,4,Entire home/apt,72.0,f,2,2,1.0,t,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
14047925,https://www.airbnb.com/rooms/14047925,-79.30607694461717,43.67331853494484,6,Entire home/apt,201.0,f,3,5,2.0,t,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,3
14076345,https://www.airbnb.com/rooms/14076345,-79.28830902259034,43.67231394908908,4,Entire home/apt,119.0,f,2,3,1.0,f,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,6
13101306,https://www.airbnb.com/rooms/13101306,-79.30336954756606,43.66663292046753,2,Entire home/apt,141.0,f,0,1,1.0,f,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,2
5025247,https://www.airbnb.com/rooms/5025247,-79.30552976046756,43.669688216220074,4,Entire home/apt,95.0,f,1,2,1.0,t,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,8
9370341,https://www.airbnb.com/rooms/9370341,-79.29885611385389,43.675243161229105,3,Entire home/apt,165.0,f,2,2,2.0,f,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0
12761406,https://www.airbnb.com/rooms/12761406,-79.30465681218713,43.67494652660072,2,Entire home/apt,100.0,f,0,1,1.0,t,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
